Time,x,y,z
0.0,-0.4236013244989771,-0.04221541593223159,-0.042264548029493296
0.005,1.9160829615669257,0.9474587064391644,-1.2810211323917198
0.01,0.35526621740403663,0.03454205069624368,-0.7954782098336031
0.015,0.5514564525151048,-2.624603574296845,-0.3887421430008287
0.02,-2.543188430935865,0.08118821822338475,-0.7510517434462481
0.025,0.6073455606676332,-0.9185996222060713,2.042998784902557
0.03,-0.643127622574263,2.3938745037237865,0.04825158543257495
0.035,0.5036757366557645,2.1960282171980676,1.3034603193267167
0.04,2.576108416891921,-1.026375325402054,-0.43685462475354087
0.045,-0.5790574781313242,-0.03220014168989691,-0.6249766746440357
0.05,-0.31252979695315847,-0.07487327460992727,0.743711942896559
0.055,-0.5661910541059644,0.5646864776298663,0.8839330895098427
0.06,0.5516469915039702,2.4622674721142084,0.019279700878931102
0.065,-0.20023982291177042,1.3153061240116775,-0.980041459032662
0.07,-0.7532834570634932,-1.068813954641119,0.7709801881899012
0.075,0.19793979339500165,-0.6350299917400011,-0.1167591082795974
0.08,-0.13192207256223196,1.1662223993287772,-1.2365065992601063
0.085,-0.24385395768226015,-1.040004426881078,2.2433047607001493
0.09,-1.5670663916196312,-0.28641782260227766,-1.4114388696143507
0.095,-0.539678509199339,1.0439312210351306,-1.3404398901397403
0.1,0.8273876547623442,1.360755564193699,1.8154588470431532
0.105,1.4253043461518697,-0.2392134174911559,-2.0050202444974787
0.11,-0.05543917514411109,-1.2111570851646043,0.7492668483031516
0.115,1.4232920967279723,1.0517285915449448,0.7080828594153745
0.12,-0.10630835791495735,0.3038319112635464,-2.40621913541053
0.125,0.3257551760949295,1.482465471431812,1.0913569612910323
0.13,-0.11559172853555374,0.7716316365410948,-0.18063528117074218
0.135,-1.0116366158029733,0.726013687814171,-1.3305198242509553
0.14,0.679557164750459,0.2114452153080682,1.0246077716382618
0.145,-0.020565210976519248,-0.8341918361174195,-0.0725769399530733
0.15,1.1381792304101317,0.8179135023628613,0.33648270252798695
0.155,-1.4257163584790076,-0.6191361709242276,1.7225539946783444
0.16,-1.0880202036245492,0.07740517096359491,-0.5461027407734532
0.165,1.8583229767490934,0.5354067944109063,-0.5610361553362516
0.17,0.11209761497931658,-0.4214888491647986,-0.18975606674541465
0.17500000000000002,-1.0366587017901652,0.7959786671242315,-0.3007417707942592
0.18,0.23718085676124684,1.2019763563411934,0.1711494276258541
0.185,0.7825124957451722,0.5099706859938857,-0.647653259671989
0.19,1.338079641169837,0.09520774421374534,-1.4664813019538834
0.195,2.121942931000479,0.41537875859370904,-1.7002543091295452
0.2,-1.1311585801431392,0.5639035888200518,1.0149984185951313
0.20500000000000002,-0.1718779734214822,-0.5799004089131897,-0.015596722794239407
0.21,-0.3282412303224787,-1.0402288759688911,-2.6201077369616708
0.215,0.07110602335590334,2.705742516037623,-0.9247682357606706
0.22,-1.743673315740994,-0.03441085022088865,0.1339111828759368
0.225,-0.6855534903772561,0.5909615300242512,0.1323062234795905
0.23,0.07874209682154001,0.5780654448492475,0.8565120644925469
0.23500000000000001,-1.6400292735030977,2.0365163849275687,-1.3781143902003656
0.24,-0.10189707771757972,-0.5613599863144464,-0.002295197208562546
0.245,0.9061220965416523,1.2416280655360616,0.6545924005194548
0.25,-0.048588745110247224,-0.009844848315392705,0.31232082518157933
0.255,1.2894994896398402,-0.649418575302105,-0.439752616321341
0.26,0.8429063895754048,0.9019256142496912,0.0511614093878095
0.265,-0.09627137897636806,-2.617304234099604,0.678351030931253
0.27,0.25941534925441784,0.964877001268948,0.771090442605352
0.275,-0.6157107030494392,1.7945362251602262,-0.9129328572672135
0.28,-0.6302870845713989,0.3111947882873639,1.561217811335112
0.28500000000000003,-0.4656511829465823,-1.2566829048042605,-1.684624916266411
0.29,1.460494695535526,0.49238588642343456,0.39620456063165355
0.295,-1.8645324328870518,-1.5831062875995743,0.19878398226083271
0.3,0.41484448201011365,0.4090829803841494,0.3295763402809018
0.305,0.09881983577047881,0.7327153460769031,0.6726878768987643
0.31,-0.5553039564174923,0.052199567182183854,0.2354384108030437
0.315,-0.2507702946535605,-0.700904051684154,-1.4426042892709074
0.32,-0.11392223381067157,-0.10699413222489293,-0.8033741077058744
0.325,0.6731274742609467,-0.42294449760123926,-0.210881440385339
0.33,0.06790980413652462,-1.2341287082951053,0.37215319381341033
0.335,0.7030936330640265,1.6045986010748432,-1.5568705435466257
0.34,0.5424595052787684,0.7540306027311399,-1.3545198140175068
0.34500000000000003,-0.14991423177479082,-0.24419155610166116,0.20658291021576514
0.35000000000000003,0.12512460863219624,0.7950361360840028,-0.9264106777237702
0.355,-0.4047421169760396,-0.01403467266889712,0.6107934832140165
0.36,-1.0384251228125974,0.22147334531879845,0.35095997850692295
0.365,-0.49018619964610516,-0.695358502830282,0.45533661599024644
0.37,-1.3240392149025457,0.24938605059310387,-1.792423006287485
0.375,-0.339207413750313,-0.6271978686563329,1.9135010533050505
0.38,-0.40698786590714814,0.39757142480449925,1.0785749959668451
0.385,-0.3261067470750311,1.017152246926075,-0.09999108093435541
0.39,-0.4777972193534917,0.2752736503088507,0.09255722509766966
0.395,-0.395761762055773,2.5432949114230228,0.8712511047003608
0.4,1.4043796727006428,-0.3982113671003852,0.929033344940824
0.405,0.2583624280224759,0.7625161928534527,2.10592589249974
0.41000000000000003,-1.7751917836332058,-0.20959797902467325,0.3372298600147231
0.41500000000000004,-0.15468831740102945,0.5099223676198539,1.3558551680902868
