Reconstruction Error,State Label
0.00043908376,0.0
0.00039605738,0.0
0.00040444295,0.0
0.00033150337,0.0
0.00030618662,0.0
0.00033929414,0.0
0.00035711742,0.0
0.00034893994,0.0
0.00039304016,0.0
0.00035344658,0.0
0.00029629873,0.0
0.0002681206,0.0
0.00029058257,0.0
0.00028378336,0.0
0.00024198582,0.0
0.00031498872,0.0
0.00032036973,0.0
0.00026131922,0.0
0.0003051631,0.0
0.0002700782,0.0
0.00022187956,0.0
0.00014931761,0.0
0.00022956278,0.0
0.0002372004,0.0
0.00014689472,0.0
0.00015852385,0.0
0.00018537004,0.0
0.00017284695,0.0
9.245403e-05,0.0
0.00018350547,0.0
0.00023696106,0.0
0.00013798494,0.0
8.994946e-05,0.0
9.4946416e-05,0.0
0.0001310538,0.0
0.000115794915,0.0
8.938436e-05,0.0
7.065528e-05,0.0
0.000105551386,0.0
0.00010591376,0.0
0.00025258068,0.0
0.00018566876,0.0
0.00030913847,0.0
0.00025543585,0.0
0.0001567547,0.0
0.00018680598,0.0
0.00021482153,0.0
0.0001761469,0.0
0.00016470402,0.0
0.00043536475,0.0
0.00030301785,0.0
0.00013265215,0.0
0.00028296854,0.0
0.00020025502,0.0
8.820078e-05,0.0
0.00010672788,0.0
7.47167e-05,0.0
6.150821e-05,0.0
0.0001376202,0.0
0.00017464402,0.0
7.268426e-05,0.0
8.333476e-05,0.0
0.00014534386,0.0
0.00011982444,0.0
0.00011277785,0.0
0.00024621165,0.0
0.00021170602,0.0
0.0001064163,0.0
0.00017506804,0.0
0.00012911457,0.0
0.00014035736,0.0
0.0002532757,0.0
0.00028462533,0.0
0.00017294554,0.0
0.00016811937,0.0
0.00017485743,0.0
9.6430056e-05,0.0
0.00022641169,0.0
0.00026470315,0.0
0.00014059605,0.0
0.00013295487,0.0
7.4172e-05,0.0
7.231558e-05,0.0
0.0001015619,0.0
0.00013091404,0.0
0.00013538662,0.0
0.00011811171,0.0
7.831962e-05,0.0
0.00010842475,0.0
0.00010895977,0.0
9.434265e-05,0.0
0.00011245831,0.0
8.133511e-05,0.0
9.931536e-05,0.0
0.0001702557,0.0
0.00019101103,0.0
0.00019980955,0.0
0.000248898,0.0
0.00027922724,0.0
0.00026412733,0.0
0.00022254197,0.0
0.00016231646,0.0
0.00016256572,0.0
0.00016723588,0.0
0.00019724364,0.0
0.00017903309,0.0
0.00016647021,0.0
0.0001782533,0.0
0.00016981339,0.0
0.00019260054,0.0
0.000232742,0.0
0.0001855002,0.0
0.00013181029,0.0
0.00016431752,0.0
0.00027491848,0.0
0.0004326298,0.0
0.00044032675,0.0
0.00033144112,0.0
0.00023354642,0.0
0.00021574367,0.0
0.00020357799,0.0
0.00027431312,0.0
0.0003421336,0.0
0.0003847306,0.0
0.00041187188,0.0
0.0003796627,0.0
0.00038231924,0.0
0.00030999343,0.0
0.0002461662,0.0
0.00021905403,0.0
0.00016499488,0.0
0.00012941401,0.0
0.000121753226,0.0
0.00012149536,0.0
0.00015896729,0.0
0.00017050143,0.0
0.00014605401,0.0
9.1270595e-05,0.0
7.696901e-05,0.0
8.157546e-05,0.0
8.855677e-05,0.0
0.0001148477,0.0
9.9126286e-05,0.0
0.00014824695,0.0
0.00018683972,0.0
0.0001989779,0.0
0.0002528193,0.0
0.00035296177,0.0
0.00030331683,0.0
0.00022680375,0.0
0.00017491505,0.0
0.00014947994,0.0
0.00012721632,0.0
0.0001394289,0.0
0.00019624922,0.0
0.00017932379,0.0
0.00016076406,0.0
0.0001472778,0.0
0.00019228856,0.0
0.00016326758,0.0
0.00021400116,0.0
0.00019126522,0.0
0.00016032073,0.0
0.00014335115,0.0
0.00013059737,0.0
0.00012271653,0.0
0.00016431758,0.0
9.3680275e-05,0.0
8.3135725e-05,0.0
0.00016887324,0.0
0.000206259,0.0
0.00013571382,0.0
8.3294406e-05,0.0
0.00010686204,0.0
0.000109984125,0.0
0.00010821743,0.0
6.6302426e-05,0.0
0.00013628152,0.0
0.00012832117,0.0
0.00010397018,0.0
0.00010878218,0.0
0.00016824115,0.0
0.00013410614,0.0
0.0002492992,0.0
0.0002789162,0.0
0.00021866208,0.0
0.00017546046,0.0
0.00032347828,0.0
0.00029472905,0.0
0.00016818204,0.0
0.00019359727,0.0
0.00018629506,0.0
0.00016723928,0.0
0.00014985529,0.0
0.00015035743,0.0
0.00011249501,0.0
0.0001248171,0.0
8.338322e-05,0.0
8.979942e-05,0.0
7.3312025e-05,0.0
0.00010089994,0.0
0.00014199923,0.0
0.00013143063,0.0
0.00016053655,0.0
0.0002303193,0.0
0.00014865967,0.0
6.936263e-05,0.0
9.2326765e-05,0.0
0.00011726531,0.0
0.0001090968,0.0
0.00012980918,0.0
0.00021699296,0.0
0.00024365466,0.0
0.0002401314,0.0
0.00022895483,0.0
0.00024691608,0.0
0.00012680219,0.0
0.00013508397,0.0
0.00018836714,0.0
0.00019863709,0.0
0.00013020392,0.0
0.00027154863,0.0
0.00021826594,0.0
0.0001881618,0.0
0.00012485047,0.0
0.0001466615,0.0
9.505742e-05,0.0
8.067827e-05,0.0
8.139361e-05,0.0
6.5657245e-05,0.0
0.00015853047,0.0
0.00031032233,0.0
0.00020360347,0.0
9.4861454e-05,0.0
9.881638e-05,0.0
0.00012442139,0.0
0.00019078913,0.0
0.00016068413,0.0
0.00033022094,0.0
0.00025770432,0.0
0.00022878488,0.0
0.0002218263,0.0
0.00024016378,0.0
0.00041817108,0.0
0.00042960444,0.0
0.0003344325,0.0
0.00032649873,0.0
0.00029757275,0.0
0.00033493657,0.0
0.00022285043,0.0
0.00021286502,0.0
0.00025115805,0.0
0.00037369443,0.0
0.00027740892,0.0
0.00034619923,0.0
0.00028535625,0.0
0.00015343343,0.0
8.0187536e-05,0.0
0.000103168844,0.0
0.00017045325,0.0
0.00015121934,0.0
0.00019047261,0.0
0.00022460452,0.0
0.0002085229,0.0
0.00010435254,0.0
0.000106559586,0.0
0.00013635747,0.0
0.00017723265,0.0
0.00015983252,0.0
0.00015115262,0.0
0.00014490473,0.0
0.0001536764,0.0
0.0001647631,0.0
0.00016993284,0.0
0.0002194808,0.0
0.00027855617,0.0
0.0002812699,0.0
0.00024240137,0.0
0.00028352972,0.0
0.00029868173,0.0
0.00022932843,0.0
0.00015366891,0.0
0.0001494765,0.0
0.00015191195,0.0
0.00012421352,0.0
0.00011362922,0.0
0.000114110815,0.0
9.25972e-05,0.0
7.151311e-05,0.0
9.0856745e-05,0.0
0.00013856961,0.0
0.00014261123,0.0
0.00021318671,0.0
0.0002281187,0.0
0.00016126769,0.0
9.030065e-05,0.0
8.7241366e-05,0.0
9.1428956e-05,0.0
0.00010739072,0.0
9.5423224e-05,0.0
0.00011260216,0.0
0.00011156391,0.0
0.00013080864,0.0
0.0001229527,0.0
0.000117804484,0.0
0.00011716586,0.0
0.0001654127,0.0
0.00019439924,0.0
0.0001942985,0.0
0.00022572803,0.0
0.00032551974,0.0
0.00029650392,0.0
0.0001529645,0.0
7.905572e-05,0.0
0.000108332286,0.0
9.021066e-05,0.0
4.5988916e-05,0.0
0.00015472768,0.0
0.0002044134,0.0
9.077777e-05,0.0
0.00011713233,0.0
0.00027158405,0.0
0.00017780167,0.0
5.7341964e-05,0.0
0.00012669714,0.0
8.737925e-05,0.0
6.3105595e-05,0.0
0.00013490183,0.0
0.00016582248,0.0
0.00012236378,0.0
8.479611e-05,0.0
7.367122e-05,0.0
6.541154e-05,0.0
8.4668056e-05,0.0
0.00011114675,0.0
0.000103966,0.0
0.000115693314,0.0
0.00016289733,0.0
0.00018585537,0.0
0.00018748571,0.0
0.00015304751,0.0
0.00011473456,0.0
9.6540694e-05,0.0
7.991544e-05,0.0
5.4041506e-05,0.0
4.9412152e-05,0.0
6.2302e-05,0.0
6.861656e-05,0.0
5.1413757e-05,0.0
3.805936e-05,0.0
7.45342e-05,0.0
0.000119652206,0.0
0.000109613415,0.0
8.0705e-05,0.0
7.077673e-05,0.0
6.9047164e-05,0.0
6.416494e-05,0.0
4.1379644e-05,0.0
8.3745515e-05,0.0
0.0001121581,0.0
0.00013416949,0.0
0.000147847,0.0
0.00015092101,0.0
0.00017269222,0.0
0.00025325944,0.0
0.00023399822,0.0
0.00020459044,0.0
0.00023238237,0.0
0.00029343623,0.0
0.00026564384,0.0
0.0002131612,0.0
0.00016677483,0.0
0.00018640424,0.0
0.00013204766,0.0
0.00018402534,0.0
0.00023446791,0.0
0.00016893892,0.0
9.536904e-05,0.0
